restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
6814,Hyderabad Biryaani House,0,"Biryani, Chinese, Seafood, North Indian",0,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/hyderabad-biryaani-house-kalyan-nagar-bangalore/order,300
6815,The Baklava Company,4,"Mithai, Desserts",37,"MG Road, Bangalore",77.6067902,12.9755264,https://www.zomato.com/bangalore/the-baklava-company-mg-road-bangalore/order,125
6816,The Bawarchi,3.6,"Hyderabadi, North Indian, Chinese, Biryani",3267,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/the-bawarchi-itpl-main-road-whitefield-bangalore/order,250
6817,Domino's Pizza,4.1,"Pizza, Fast Food, Desserts, Beverages",11700,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/dominos-pizza-airport-road/order,200
6818,Barkaas- Arabic Restaurant,3.5,"Arabian, North Indian, Mughlai, Fast Food, Shawarma, Desserts",1677,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/barkaas-arabic-restaurant-marathahalli-bangalore/order,550
6819,Abhiruchi Restaurant,3.6,"Andhra, Biryani, North Indian, Chinese",4506,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/abhiruchi-restaurant-sarjapur-road-bangalore/order,250
6820,Arabian Mandi,3.5,"Lebanese, Ice Cream, Beverages",44,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/arabian-mandi-bommasandra-bangalore/order,200
6821,Green Cravings,3.6,"Healthy Food, Continental",28,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/green-cravings-bommasandra-bangalore/order,250
6822,Kannur Dhaba,4,"Kerala, South Indian, North Indian, Chinese, Seafood, Beverages, Juices",21,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/kannur-dhaba-1-electronic-city-bangalore/order,250
6823,Imperio Restaurant,3.8,"North Indian, Arabian, Mughlai, Biryani, Chinese, Juices, Beverages",86400,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/imperio-restaurant-1-brookefield-bangalore/order,400
6824,Veg Daawat By Behrouz,4,"Biryani, Mughlai, North Indian",6,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/veg-daawat-by-behrouz-banashankari-bangalore/order,300
6825,Srinidhi Sagar Deluxe,3.9,"South Indian, North Indian, Chinese, Street Food, Shake, Sichuan",2256,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/srinidhi-sagar-deluxe-domlur/order,150
6826,Wow! Chicken By Wow! Momo,4,"American, Fast Food, Burger, Beverages",93,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore",77.59554297,12.8756837,https://www.zomato.com/bangalore/wow-chicken-by-wow-momo-bannerghatta-road-bangalore/order,400
6827,Cake's Joint,3.8,"Bakery, Fast Food, Desserts",123,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/cakes-joint-malleshwaram-bangalore/order,200
6828,Andhra Gunpowder,4.2,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",11200,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/andhra-gunpowder-jeevan-bhima-nagar-bangalore/order,250
6829,Juice Park,3.7,"Beverages, Juices, Shake, Ice Cream",125,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/juice-park-nagawara-bangalore/order,100
6830,Starbucks Coffee,4.1,"Cafe, Beverages, Desserts",1217,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/starbucks-coffee-3-whitefield-bangalore/order,300
6831,Hyderabad Biryani Hotel,3.8,"Biryani, Chinese",239,"Rajarajeshwari Nagar, Bangalore",77.5155224,12.9274413,https://www.zomato.com/bangalore/hyderabad-biryani-hotel-rajarajeshwari-nagar-bangalore/order,300
6832,Spice Cove - I.V Sanctum,0,"North Indian, South Indian, Continental, Asian, Sichuan",9,"Majestic, Bangalore",77.5728757,12.9757079,https://www.zomato.com/bangalore/spice-cove-i-v-sanctum-1-majestic/order,450
6833,Guntoor Mirchi,3.7,"Andhra, Biryani, North Indian, Chinese",433,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/guntoor-mirchi-itpl-main-road-whitefield-bangalore/order,400
6834,KFC,4,"Burger, Fast Food, Biryani, Desserts, Beverages",9363,"Nexus, Koramangala, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/kfc-koramangala-7th-block/order,200
6835,DA Ying Yang Cuisines,4.1,"Chinese, Fast Food, Sichuan",425,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/da-ying-yang-cuisines-hebbal-bangalore/order,175
6836,Donburi,2.7,"Chinese, Fast Food",17,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/donburi-electronic-city-bangalore/order,300
6837,Laddoos,3.9,"Mithai, North Indian, Street Food",1152,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/laddoos-marathahalli-bangalore/order,150
6838,Ande Ka Funda,3.5,"North Indian, Rolls, Chinese",13800,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/ande-ka-funda-2-marathahalli/order,100
6839,Canteen Central by EatFit,3.9,"Healthy Food, Beverages, Mediterranean, Burger, Desserts, Wraps, Pizza, Salad",0,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/canteen-central-by-eatfit-kaggadasapura-bangalore/order,150
6840,Shawarma Station,3.9,"Fast Food, Burger, Sandwich, Lebanese, Beverages",71,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/shawarma-station-btm-bangalore/order,75
6841,K C Das,4.1,"Mithai, Street Food",207,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/k-c-das-malleshwaram-bangalore/order,150
6842,CupCake Noggins By CakeZone,4,"Bakery, Desserts",508,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/cupcake-noggins-by-cakezone-koramangala-4th-block-bangalore/order,200
6843,Sweet Truth - Cake And Desserts,3.8,"Desserts, Bakery",1156,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-1-bannerghatta-road-bangalore/order,200
6844,Kebab & Kurry Nation,3.4,"North Indian, Chinese, Biryani, Arabian, Mughlai, Desserts, Sichuan",25,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/kebab-kurry-nation-hebbal-bangalore/order,300
6845,The Dessert Zone,3.8,"Desserts, Bakery",163,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/the-dessert-zone-vasanth-nagar-bangalore/order,200
6846,Al-Bek,3.9,"Mughlai, Arabian, North Indian, Chinese, Sichuan",48000,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/al-bek-jp-nagar-bangalore/order,150
6847,Momo Zone - The Momo Company,3.8,"Chinese, Tibetan",357,"Koramangala 2nd Block, Bangalore",77.6242433,12.9243692,https://www.zomato.com/bangalore/momo-zone-the-momo-company-koramangala-2nd-block-bangalore/order,150
6848,Mr. Paratha,3.6,"North Indian, Street Food",28,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/mr-paratha-sarjapur-road-bangalore/order,100
6849,Thalassery Restaurant,4,"Kerala, North Indian, Arabian, Seafood, Chinese, Beverages, Shake, Sichuan",2759,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/thalassery-restaurant-sarjapur-road-bangalore/order,325
6850,The Flavor Of Home,3.7,"North Indian, Street Food",126,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/the-flavor-of-home-jayanagar-bangalore/order,100
6851,Dil Tiffins,3.5,"South Indian, Beverages",46,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/dil-tiffins-rajajinagar-bangalore/order,100
6852,Veg Daawat By Behrouz,4,"Biryani, Mughlai, North Indian",0,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/veg-daawat-by-behrouz-shanti-nagar-bangalore/order,300
6853,Hari Super Sandwich,3.6,"Sandwich, Street Food",1830,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/hari-super-sandwich-1-malleshwaram-bangalore/order,75
6854,The Momo Co.,3.9,"Chinese, Momos, Desserts, Beverages, Sichuan",272,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/the-momo-co-whitefield-bangalore/order,250
6855,Axomi - Taste of Assam,3.7,"Assamese, Mughlai, North Indian, Beverages",4299,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/axomi-taste-of-assam-koramangala-7th-block/order,350
6856,XO Belgian Waffle,4.3,"Desserts, Beverages, Waffle, Shake",11600,"Building 105, Koramangala 5th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/xo-belgian-waffle-koramangala-5th-block/order,200
6857,Havmor Ice Cream,4,"Desserts, Ice Cream, Beverages",42,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/havmor-ice-cream-2-bannerghatta-road-bangalore/order,150
6858,Egg Adda,3.1,"Fast Food, Chinese",129,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/egg-adda-2-vijay-nagar-bangalore/order,100
6859,Thalassery Restaurant,3.9,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",13400,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/thalassery-restaurant-marathahalli/order,350
6860,Treat Restaurant,4,"Chinese, North Indian, South Indian, Fast Food, Biryani, Ice Cream, Beverages, Shake",2330,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/treat-restaurant-hebbal/order,250
6861,Ekdum Hyderabadi,4,"Biryani, North Indian",245,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/ekdum-hyderabadi-btm-bangalore/order,200
6862,Families Food Court,3.9,"North Indian, Chinese, Biryani, Mughlai, Rolls, Seafood, Kebab",9833,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/families-food-court-hsr/order,200
6863,New Krishna Bhavan,4.3,"South Indian, North Indian, Chinese",1281,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/new-krishna-bhavan-malleshwaram/order,200
6864,Momo Magic Cafe,3.7,"Chinese, Momos, Street Food, Beverages, Desserts, Sichuan",84,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/momo-magic-cafe-vijay-nagar-bangalore/order,250
6865,Onesta,3.8,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",437,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/onesta-vijay-nagar-bangalore/order,300
6866,Swamy's Naati Kitchen,4.3,"South Indian, Biryani",117,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/swamys-naati-kitchen-indiranagar-bangalore/order,375
6867,Wowffles,3.5,"Waffle, Desserts",220,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/wowffles-marathahalli-bangalore/order,150
6868,Al - Azeez Kabab Centre,4,"Mughlai, Rolls",29,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/al-azeez-kabab-centre-shivajinagar-bangalore/order,150
6869,Anand Sweets And Savouries,4.3,"Mithai, Street Food, Beverages, Desserts",7674,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/anand-sweets-and-savouries-koramangala-5th-block-bangalore/order,150
6870,Madouk Cafe,4.1,"Fast Food, Street Food, Lebanese, Beverages",169,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/madouk-cafe-brookefield/order,175
6871,Cakes Wagon,3.8,"Bakery, Desserts",2965,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/cakes-wagon-bellandur-bangalore/order,150
6872,GOPIZZA,3.7,"Pizza, Fast Food",119,"Orion Mall, Malleshwaram, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/gopizza-1-malleshwaram-bangalore/order,250
6873,Chef's Special Kitchen,0,"Biryani, Chinese, North Indian, Sichuan",1,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/chefs-special-kitchen-electronic-city-bangalore/order,200
6874,XO Belgian Waffle,4.2,"Desserts, Beverages, Waffle, Shake",2585,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/xo-belgian-waffle-sarjapur-road-bangalore/order,200
6875,BigBites,3.9,"Fast Food, Momos, Street Food",445,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/bigbites-1-hsr-bangalore/order,250
6876,Meat And Eat,3.9,"Burger, Wraps, Italian, Fast Food, Biryani, Sandwich, Desserts, Beverages",1446,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/meat-and-eat-bommanahalli/order,225
6877,Creams & Bites,3.1,"Desserts, Ice Cream",34,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/creams-bites-bannerghatta-road-bangalore/order,200
6878,KC Das - Sweet House,3.5,"Mithai, Street Food, Mishti, Bengali",47,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/kc-das-sweet-house-sanjay-nagar-bangalore/order,150
6879,Just Bake,3.8,Bakery,70,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/just-bake-kadubeesanahalli-bangalore/order,300
6880,Shawarma Rolls Cafe,3.4,"North Indian, Chinese, Lebanese, Biryani, Rolls, Beverages, Sichuan",257,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/shawarma-rolls-cafe-btm-bangalore/order,150
6881,Udupi Sannidhi Veg,3.8,"South Indian, Beverages",312,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/udupi-sannidhi-veg-hennur-bangalore/order,100
6882,Mandara Ice Cream,4,Ice Cream,29,"Nagarbhavi, Bangalore",77.51126721,12.95961755,https://www.zomato.com/bangalore/mandara-ice-cream-nagarbhavi-bangalore/order,50
6883,Taiki,3.9,"Japanese, Korean, Sushi, Asian",617,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/taiki-sarjapur-road-bangalore/order,400
6884,Kulfi Shulfi- Kulfis and Ice Cream,4,"Ice Cream, Desserts",46,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/kulfi-shulfi-kulfis-and-ice-cream-basavanagudi-bangalore/order,100
6885,Annapurna Restaurant,0,"South Indian, Odia, Bengali, North Indian",0,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/annapurna-restaurant-electronic-city-bangalore/order,200
6886,Maharaja Military Canteen,3.8,"South Indian, Biryani",0,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/maharaja-military-canteen-jayanagar-bangalore/order,200
6887,Firangi Bake,4.2,"Italian, Mexican",1138,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/firangi-bake-2-itpl-main-road-whitefield/order,300
6888,Asha Tiffins,4.3,"South Indian, North Indian, Chinese, Beverages",67800,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/asha-tiffins-hsr-bangalore/order,100
6889,Jovin's Kitchen,0,South Indian,10,"Rammurthy Nagar, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/jovins-kitchen-rammurthy-nagar-bangalore/order,250
6890,Desi Vdesi,3.8,"North Indian, Fast Food, Beverages, Shake, Desserts",709,"Church Street, Bangalore",77.6026774,12.9755105,https://www.zomato.com/bangalore/desi-vdesi-church-street/order,150
6891,Bombay Kulfi,4.2,"Ice Cream, Desserts",295,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/bombay-kulfi-banaswadi-bangalore/order,100
6892,Natural Ice Cream,4.5,"Ice Cream, Beverages",1926,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/natural-ice-cream-koramangala-1st-block/order,150
6893,Karnataka Bhel House,4.4,"Street Food, Ice Cream",1175,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/karnataka-bhel-house-jayanagar/order,100
6894,Kerala Note Book,3.8,"Kerala, Biryani, South Indian, North Indian, Desserts, Beverages",171,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/kerala-note-book-koramangala-7th-block-bangalore/order,200
6895,Kolkata Famous Kati Roll,4,Rolls,10,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-5-kaggadasapura-bangalore/order,100
6896,Bhojanam,3.6,"North Indian, Desserts, Chinese, Biryani, Beverages",1917,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/bhojanam-whitefield-bangalore/order,150
6897,Kothimbir,4.1,"Maharashtrian, Street Food, Beverages",397,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/kothimbir-marathahalli-bangalore/order,100
6898,Chaayos Chai+Snacks=Relax,3.9,"Tea, Beverages",1254,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-koramangala-7th-block-bangalore/order,200
6899,Pammi Auntie's Kitchen,3.5,"North Indian, Mughlai",84,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/pammi-aunties-kitchen-marathahalli-bangalore/order,200
6900,Big Bowl Company,3.5,"North Indian, Chinese, Biryani, Fast Food, Momos, Sichuan",1118,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/big-bowl-company-whitefield-bangalore/order,250
6901,Just Bake,0,Bakery,12,"Kanakapura Road, Bangalore",77.5449181,12.8773096,https://www.zomato.com/bangalore/just-bake-kanakapura-road-bangalore/order,300
6902,Rotti Walla,3.9,"North Indian, South Indian, Chinese, Mughlai, Biryani, Fast Food, Beverages, Desserts",11300,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,150
6903,Tiger Trail - Regenta Place,3.9,"North Indian, Mughlai, Desserts",148,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/tiger-trail-regenta-place-shivajinagar-bangalore/order,450
6904,Sweet Truth - Cake and Desserts,4,"Desserts, Bakery",761,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-jp-nagar-bangalore/order,200
6905,Taawoon Restaurant,4,"South Indian, North Indian, Chinese, Biryani, Desserts, Beverages",2415,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/taawoonrestaurant/order,500
6906,Yumlane Pizza,3.2,"Pizza, Fast Food, Desserts, Beverages",37,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/yumlane-pizza-1-banashankari-bangalore/order,250
6907,Tandoori Grand,3.4,"North Indian, South Indian, Chinese, Mughlai, Sichuan",194,"Rammurthy Nagar, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/tandoori-grand-1-rammurthy-nagar-bangalore/order,200
6908,ZAZA 22 Spice Awadhi Biryani,4.1,"North Indian, Biryani, Wraps, Fast Food, Desserts",564,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/zaza-22-spice-awadhi-biryani-btm-bangalore/order,250
6909,E@t at tripti,3.3,"Bengali, North Indian, Chinese",67,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/e@t-at-tripti-whitefield-bangalore/order,200
6910,Mayuri Multicuisine Family Restaurant,3.6,"Andhra, Biryani, North Indian, Chinese, Seafood",7290,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/mayuri-multicuisine-family-restaurant-1-kr-puram-bangalore/order,375
6911,Royal Biryani Kitchen,3.5,"Biryani, North Indian, Mughlai, Fast Food, Beverages, Sichuan",31300,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,150
6912,Bombay Brasserie,4,"Modern Indian, Bar Food, Beverages",148,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/bombay-brasserie-varthur-main-road-whitefield-bangalore/order,350
6913,Marwadi Chaat Tiffin Services,3.5,"North Indian, Chinese",1193,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-rajajinagar-bangalore/order,250
6914,Five Star Chicken,3.9,"Roast Chicken, Burger, Fast Food, Wraps",93,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/five-star-chicken-kr-puram/order,100
6915,California Burrito,4.1,"Mexican, Fast Food, Beverages",10700,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/california-burrito-hsr/order,150
6916,Andhra Gunpowder,4.2,"Andhra, Biryani, Desserts, Beverages",3347,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/andhra-gunpowder-koramangala-6th-block-bangalore/order,250
6917,Punjab Junction,3.7,"North Indian, Chinese, Mughlai",17800,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/punjab-junction-kaggadasapura/order,225
6918,Butter Delivery,4.3,North Indian,74,"Lavelle Road, Bangalore",77.5997248,12.9749487,https://www.zomato.com/bangalore/butter-delivery-lavelle-road-bangalore/order,250
6919,Sardarji Londonwaley,3.7,"North Indian, Chinese, Mughlai",4619,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/sardarji-londonwaley-new-bel-road-bangalore/order,150
6920,RNR Biryani - Taste Of 1953,4.1,"Biryani, South Indian, Andhra",694,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-indiranagar-bangalore/order,250
6921,All Saints Bakery,4.3,"Bakery, Fast Food",242,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/all-saints-bakery-brigade-road/order,100
6922,Biryani Bazaar,3.9,"Biryani, Kerala, Chinese, Beverages",288,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/biryani-bazaar-kalyan-nagar-bangalore/order,250
6923,Beijing Bites,3.9,"Chinese, Thai, Seafood, Healthy Food, Sichuan",4894,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/beijing-bites-1-hsr/order,400
6924,Imperio Restaurant,3.8,"North Indian, Arabian, Mughlai, Biryani, Chinese, Juices, Beverages",74800,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/imperio-restaurant-kalyan-nagar-bangalore/order,400
6925,Wendy's,4,"Burger, Fast Food, American",860,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/wendys-1-basaveshwara-nagar-bangalore/order,200
6926,Jain Sweets And Savories,0,"Mithai, Street Food, Beverages",28,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/jain-sweets-and-savories-whitefield-bangalore/order,75
6927,Madurai Idly Shop,3.6,South Indian,261,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/madurai-idly-shop-domlur/order,150
6928,Chikpet Donne Biriyani House,3.8,"Biryani, Andhra, South Indian, Mughlai",5325,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order,200
6929,Odia Pakhala,4,Odia,406,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/odia-pakhala-marathahalli-bangalore/order,150
6930,Momo Monk,3.8,Momos,201,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/momo-monk-1-itpl-main-road-whitefield-bangalore/order,200
6931,Poha On Wheels,4.4,"Street Food, Gujarati",6010,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/poha-on-wheels-sarjapur-road-bangalore/order,75
6932,Ciro's Pizzeria,4,"Pizza, Panini, Pasta, Beverages",58,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/ciros-pizzeria-sahakara-nagar-bangalore/order,400
6933,Kekou,3.6,"Chinese, Sichuan",180,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/kekou-whitefield-bangalore/order,250
6934,Hotel Prakruthi,4.2,"South Indian, Biryani",2209,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/hotel-prakruthi-vijay-nagar/order,175
6935,Malabar Hotel,3.7,"Kerala, North Indian, Biryani, Chinese, Rolls",7383,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/malabar-hotel-new-bel-road-bangalore/order,150
6936,Mamagoto,3.8,"Asian, Chinese, Sushi, Thai",878,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/mamagoto-koramangala-1st-block-bangalore/order,850
6937,WarmOven Cake & Desserts,4.2,"Bakery, Desserts, Ice Cream, Shake",8963,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/warmoven-cake-desserts-brookefield-bangalore/order,250
6938,Great Indian Khichdi by EatFit,4.3,"Healthy Food, North Indian, Ice Cream, Desserts, Beverages",334,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-koramangala-6th-block-bangalore/order,150
6939,Magic Moms,3.8,"Chinese, Momos",186,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/magic-moms-1-electronic-city-bangalore/order,100
6940,Tikka Kebab,3.6,"Kebab, North Indian, Chinese, Mughlai, Biryani, Sichuan, Ice Cream, Beverages",1893,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/tikka-kebab-bommanahalli-bangalore/order,300
6941,Tibb's Frankie,3.3,Rolls,503,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/tibbs-frankie-kaggadasapura-bangalore/order,150
6942,Meat And Eat,3.9,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",2804,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/meat-and-eat-1-btm/order,200
6943,Burger Seigneur,4.2,"Cafe, Burger, Continental, Beverages, Desserts",1572,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/burger-seigneur-indiranagar-bangalore/order,650
6944,Whhite Paani Food Chain,4.2,"Street Food, Beverages",438,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/whhite-paani-food-chain-btm-bangalore/order,50
